,amazon_product_url,author,bestsellers_date,description,published_date,publisher,rank_last_week,rank_on_list,title,weeks_on_list,title_url,min_rank,max_weeks_on_list
0,http://www.amazon.com/Odd-Hours-Dean-Koontz/dp/0553807056?tag=NYTBS-20,Dean R Koontz,2008-05-24,"Odd Thomas, who can communicate with the dead, confronts evil forces in a California coastal town.",2008-06-08,Bantam,0,1,ODD HOURS,1,ODD+HOURS,1,6
1,http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,2008-05-24,"Aliens have taken control of the minds and bodies of most humans, but one woman won’t surrender.",2008-06-08,"Little, Brown",1,2,THE HOST,3,THE+HOST,10,9
2,http://www.amazon.com/Love-Youre-With-Emily-Giffin/dp/0312348665?tag=NYTBS-20,Emily Giffin,2008-05-24,A woman's happy marriage is shaken when she encounters an old boyfriend.,2008-06-08,St. Martin's,2,3,LOVE THE ONE YOU'RE WITH,2,LOVE+THE+ONE+YOU%27RE+WITH,10,9
3,http://www.amazon.com/The-Front-Garano-Patricia-Cornwell-ebook/dp/B0017T0C9M?tag=NYTBS-20,Patricia Cornwell,2008-05-24,"A Massachusetts state investigator and his team from ""At Risk"" confront a rogue association of municipal police departments.",2008-06-08,Putnam,0,4,THE FRONT,1,THE+FRONT,14,3
4,http://www.amazon.com/Snuff-Chuck-Palahniuk/dp/0385517882?tag=NYTBS-20,Chuck Palahniuk,2008-05-24,An aging porn queens aims to cap her career by having sex on film with 600 men in one day.,2008-06-08,Doubleday,0,5,SNUFF,1,SNUFF,10,3
5,http://www.amazon.com/Sundays-at-Tiffanys-James-Patterson/dp/0446199443?tag=NYTBS-20,James Patterson and Gabrielle Charbonnet,2008-05-24,A woman finds an unexpected love,2008-06-08,"Little, Brown",3,6,SUNDAYS AT TIFFANY’S,4,SUNDAYS+AT+TIFFANY%27S,10,8
6,http://www.amazon.com/Phantom-Prey-John-Sandford/dp/0425227987?tag=NYTBS-20,John Sandford,2008-05-24,The Minneapolis detective Lucas Davenport investigates a string of murders of young Goths.,2008-06-08,Putnam,4,7,PHANTOM PREY,3,PHANTOM+PREY,12,5
7,http://www.amazon.com/From-Worse-Southern-Vampire-Mysteries/dp/0441015891?tag=NYTBS-20,Jimmy Buffett,2008-05-24,A Southern family tries to hide its pet pig at a New York luxury hotel.,2008-06-08,"Little, Brown",6,8,SWINE NOT?,2,SWINE+NOT,16,2
8,http://www.amazon.com/Where-Are-You-Now-Novel/dp/1416566384?tag=NYTBS-20,Elizabeth George,2008-05-24,"In Cornwall, trying to recover from his wife's death, Detective Thomas Lynley becomes involved in a murder investigation.",2008-06-08,Harper,8,9,CARELESS IN RED,3,CARELESS+IN+RED,12,4
9,http://www.amazon.com/The-Whole-Truth-David-Baldacci/dp/0446539686?tag=NYTBS-20,David Baldacci,2008-05-24,An intelligence agent and a journalist team up against a warmongering defense contractor.,2008-06-08,Grand Central,7,10,THE WHOLE TRUTH,5,THE+WHOLE+TRUTH,10,6
10,http://www.amazon.com/Careless-Red-Novel-Elizabeth-George/dp/0061160873?tag=NYTBS-20,Troy Denning,2008-05-24,"The New Jedi order battles Darth Caedus, Darth Vader's gradson; a 'Star Wars: Legacy of the Force' novel.",2008-06-08,Del Rey/Ballantine,5,11,INVINCIBLE,2,INVINCIBLE,11,3
11,http://www.amazon.com/Unaccustomed-Earth-Jhumpa-Lahiri/dp/0307265730?tag=NYTBS-20,James Frey,2008-05-24,"A novel, set in Los Angeles, by the author of ""A Million Little Pieces.""",2008-06-08,Harper,9,12,BRIGHT SHINY MORNING,2,BRIGHT+SHINY+MORNING,12,2
12,http://www.amazon.com/The-Racing-Rain-Garth-Stein-ebook/dp/B0017SWPXY?tag=NYTBS-20,Garth Stein,2008-05-24,"A Lab-terrier mix with great insight into the human condition helps his owner, a struggling race car driver.",2008-06-08,Harper,0,13,THE ART OF RACING IN THE RAIN,1,THE+ART+OF+RACING+IN+THE+RAIN,13,5
13,http://www.amazon.com/Twenty-Wishes-Blossom-Street-Books/dp/0778326314?tag=NYTBS-20,Debbie Macomber,2008-05-24,A widow who owns a bookstore on Blossom Street compiles a list of things she always wanted to do.,2008-06-08,Mira,10,14,TWENTY WISHES,4,TWENTY+WISHES,14,4
14,http://www.amazon.com/Hold-Tight-Harlan-Coben/dp/0525950605?tag=NYTBS-20,Jeff Shaara,2008-05-24,A novel about the Allied invasion in France in World War II.,2008-06-08,Ballantine,11,15,THE STEEL WAVE,2,THE+STEEL+WAVE,15,2
15,http://www.amazon.com/Executive-Privilege-Novel-Phillip-Margolin/dp/0061236217?tag=NYTBS-20,Phillip Margolin,2008-05-24,,2008-06-08,HarperCollins Publishers,0,16,EXECUTIVE PRIVILEGE,0,EXECUTIVE+PRIVILEGE,16,0
16,http://www.amazon.com/Unaccustomed-Vintage-Contemporaries-Jhumpa-Lahiri/dp/0307278255?tag=NYTBS-20,Jhumpa Lahiri,2008-05-24,Stories of the anxiety and transformation experienced by Bengalis in America.,2008-06-08,Knopf,0,17,UNACCUSTOMED EARTH,0,UNACCUSTOMED+EARTH,17,0
17,http://www.amazon.com/Netherland-A-Novel-Joseph-ONeill/dp/0307377040?tag=NYTBS-20,Joseph O'Neill,2008-05-24,A Dutchman deserted by his wife after 9/11 finds solace in New York’s immigrant cricket scene.,2008-06-08,Knopf Publishing Group,0,18,NETHERLAND,0,NETHERLAND,18,0
18,http://www.amazon.com/The-Appeal-John-Grisham/dp/0440243815?tag=NYTBS-20,John Grisham,2008-05-24,Political and legal intrigue ensue when a Mississippi court rules against a company accused of dumping toxic waste.,2008-06-08,Doubleday Publishing,0,19,THE APPEAL,0,THE+APPEAL,16,0
19,http://www.amazon.com/Indiana-Jones-Kingdom-Crystal-Skull/dp/0345501284?tag=NYTBS-20,James Rollins,2008-05-24,,2008-06-08,Random House Publishing Group,0,20,INDIANA JONES AND THE KINGDOM OF THE CRYSTAL SKULL,0,INDIANA+JONES+AND+THE+KINGDOM+OF+THE+CRYSTAL+SKULL,20,0
20,http://www.amazon.com/Blood-Anita-Blake-Vampire-Hunter/dp/0515146374?tag=NYTBS-20,Laurell K Hamilton,2008-05-31,The vampire hunter Anita Blake is involved in a scandal that threatens the master vampire Jean-Claude’s power.,2008-06-15,Berkley,0,1,BLOOD NOIR,1,BLOOD+NOIR,1,4
21,http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,2008-05-31,"Aliens have taken control of the minds and bodies of most humans, but one woman won’t surrender.",2008-06-15,"Little, Brown",2,2,THE HOST,4,THE+HOST,10,9
22,http://www.amazon.com/Odd-Hours-Dean-Koontz/dp/0553807056?tag=NYTBS-20,Dean R Koontz,2008-05-31,"Odd Thomas, who can communicate with the dead, confronts evil forces in a California coastal town.",2008-06-15,Bantam,1,3,ODD HOURS,2,ODD+HOURS,1,6
23,http://www.amazon.com/Love-Youre-With-Emily-Giffin/dp/0312348665?tag=NYTBS-20,Emily Giffin,2008-05-31,A woman’s happy marriage is shaken when she encounters an old boyfriend.,2008-06-15,St. Martin’s,3,4,LOVE THE ONE YOU'RE WITH,3,LOVE+THE+ONE+YOU%27RE+WITH,10,9
24,http://www.amazon.com/Sundays-at-Tiffanys-James-Patterson/dp/0446199443?tag=NYTBS-20,James Patterson and Gabrielle Charbonnet,2008-05-31,A woman finds an unexpected love.,2008-06-15,"Little, Brown",6,5,SUNDAYS AT TIFFANY’S,5,SUNDAYS+AT+TIFFANY%27S,10,8
25,http://www.amazon.com/Chasing-Harry-Winston-A-Novel/dp/0743290119?tag=NYTBS-20,Lauren Weisberger,2008-05-31,"Three glamorous friends, New York women nearing 30, vow to change their lives.",2008-06-15,Simon & Schuster,0,6,CHASING HARRY WINSTON,1,CHASING+HARRY+WINSTON,10,9
26,http://www.amazon.com/The-Front-Garano-Patricia-Cornwell-ebook/dp/B0017T0C9M?tag=NYTBS-20,Patricia Cornwell,2008-05-31,A Massachusetts state investigator and his team from “At Risk” confront a rogue association of municipal police departments.,2008-06-15,Putnam,4,7,THE FRONT,2,THE+FRONT,14,3
27,http://www.amazon.com/Devil-Care-James-Bond-Novel/dp/0385524285?tag=NYTBS-20,Sebastian Faulks,2008-05-31,This continuation of the James Bond franchise finds Bond tracking a dangerous pharmaceutical executive amid cold war tensions with the help of a beautiful girl.,2008-06-15,Doubleday,0,8,DEVIL MAY CARE,1,DEVIL+MAY+CARE,11,3
28,http://www.amazon.com/Phantom-Prey-John-Sandford/dp/0425227987?tag=NYTBS-20,John Sandford,2008-05-31,The Minneapolis detective Lucas Davenport investigates a string of murders of young Goths.,2008-06-15,Putnam,7,9,PHANTOM PREY,4,PHANTOM+PREY,12,5
29,http://www.amazon.com/Snuff-Chuck-Palahniuk/dp/0385517882?tag=NYTBS-20,Chuck Palahniuk,2008-05-31,An aging porn queen aims to cap her career by having sex on film with 600 men in one day.,2008-06-15,Doubleday,5,10,SNUFF,2,SNUFF,10,3
30,http://www.amazon.com/Shadow-Power-Paul-Madriani-Novel/dp/B001OW5OR2?tag=NYTBS-20,Steve Martini,2008-05-31,The lawyer Paul Madriani searches for a missing letter from Thomas Jefferson that might explain a scholar’s murder.,2008-06-15,Morrow,0,11,SHADOW OF POWER,1,SHADOW+OF+POWER,11,2
31,http://www.amazon.com/Where-Are-You-Now-Novel/dp/1416566384?tag=NYTBS-20,Elizabeth George,2008-05-31,"In Cornwall, trying to recover from his wife’s death, Detective Thomas Lynley becomes involved in a murder investigation.",2008-06-15,Harper,9,12,CARELESS IN RED,4,CARELESS+IN+RED,12,4
32,http://www.amazon.com/The-Whole-Truth-David-Baldacci/dp/0446539686?tag=NYTBS-20,David Baldacci,2008-05-31,An intelligence agent and a journalist team up against a warmongering defense contractor.,2008-06-15,Grand Central,10,13,THE WHOLE TRUTH,6,THE+WHOLE+TRUTH,10,6
33,http://www.amazon.com/The-Racing-Rain-Garth-Stein-ebook/dp/B0017SWPXY?tag=NYTBS-20,Garth Stein,2008-05-31,"A Lab-terrier mix with great insight into the human condition helps his owner, a struggling race car driver.",2008-06-15,Harper,13,14,THE ART OF RACING IN THE RAIN,2,THE+ART+OF+RACING+IN+THE+RAIN,13,5
34,http://www.amazon.com/Careless-Red-Novel-Elizabeth-George/dp/0061160873?tag=NYTBS-20,Troy Denning,2008-05-31,"The New Jedi order battles Darth Caedus, Darth Vader’s grandson; a “Star Wars: Legacy of the Force” novel.",2008-06-15,Del Rey/Ballantine,11,15,INVINCIBLE,3,INVINCIBLE,11,3
35,http://www.amazon.com/From-Worse-Southern-Vampire-Mysteries/dp/0441015891?tag=NYTBS-20,Jimmy Buffett,2008-05-31,A Southern family tries to hide its pet pig at a New York luxury hotel.,2008-06-15,"Little, Brown",0,16,SWINE NOT?,0,SWINE+NOT,16,2
36,http://www.amazon.com/Blue-Smoke-Murder-Elizabeth-Lowell/dp/0060829869?tag=NYTBS-20,Elizabeth Lowell,2008-05-31,,2008-06-15,HarperCollins Publishers,0,17,BLUE SMOKE AND MURDER,0,BLUE+SMOKE+AND+MURDER,17,0
37,http://www.amazon.com/Unaccustomed-Earth-Jhumpa-Lahiri/dp/0307265730?tag=NYTBS-20,James Frey,2008-05-31,"A novel, set in Los Angeles, by the author of ""A Million Little Pieces.""",2008-06-15,Harper,0,18,BRIGHT SHINY MORNING,0,BRIGHT+SHINY+MORNING,12,2
38,http://www.amazon.com/The-Enchantress-Florence-A-Novel/dp/0679640517?tag=NYTBS-20,Salman Rushdie,2008-05-31,,2008-06-15,Random House Publishing Group,0,19,THE ENCHANTRESS OF FLORENCE,0,THE+ENCHANTRESS+OF+FLORENCE,18,0
39,http://www.amazon.com/Unaccustomed-Vintage-Contemporaries-Jhumpa-Lahiri/dp/0307278255?tag=NYTBS-20,Jhumpa Lahiri,2008-05-31,Stories of the anxiety and transformation experienced by Bengalis in America.,2008-06-15,Knopf,0,20,UNACCUSTOMED EARTH,0,UNACCUSTOMED+EARTH,17,0
40,http://www.amazon.com/Nothing-Lose-Jack-Reacher-No/dp/0440245583?tag=NYTBS-20,Lee Child,2008-06-07,Jack Reacher exposes the secrets of a Colorado town.,2008-06-22,Delacorte,0,1,NOTHING TO LOSE,1,NOTHING+TO+LOSE,1,5
41,http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,2008-06-07,"Aliens have taken control of the minds and bodies of most humans, but one woman won’t surrender.",2008-06-22,"Little, Brown",2,2,THE HOST,5,THE+HOST,10,9
42,http://www.amazon.com/Plague-Ship-The-Oregon-Files/dp/0425226697?tag=NYTBS-20,Clive Cussler with Jack Du Brul,2008-06-07,Juan Cabrillo and the crew of the Oregon must determine what happened on a cruise ship full of dead bodies.,2008-06-22,Putnam,0,3,PLAGUE SHIP,1,PLAGUE+SHIP,13,4
43,http://www.amazon.com/Love-Youre-With-Emily-Giffin/dp/0312348665?tag=NYTBS-20,Emily Giffin,2008-06-07,A woman’s happy marriage is shaken when she encounters an old boyfriend.,2008-06-22,St. Martin’s,4,4,LOVE THE ONE YOU'RE WITH,4,LOVE+THE+ONE+YOU%27RE+WITH,10,9
44,http://www.amazon.com/Blood-Anita-Blake-Vampire-Hunter/dp/0515146374?tag=NYTBS-20,Laurell K Hamilton,2008-06-07,The vampire hunter Anita Blake is involved in a scandal that threatens the master vampire Jean-Claude’s power.,2008-06-22,Berkley,1,5,BLOOD NOIR,2,BLOOD+NOIR,1,4
45,http://www.amazon.com/Chasing-Harry-Winston-A-Novel/dp/0743290119?tag=NYTBS-20,Lauren Weisberger,2008-06-07,"Three glamorous friends, New York women nearing 30, vow to change their lives.",2008-06-22,Simon & Schuster,6,6,CHASING HARRY WINSTON,2,CHASING+HARRY+WINSTON,10,9
46,http://www.amazon.com/Odd-Hours-Dean-Koontz/dp/0553807056?tag=NYTBS-20,Dean R Koontz,2008-06-07,"Odd Thomas, who can communicate with the dead, confronts evil forces in a California coastal town.",2008-06-22,Bantam,3,7,ODD HOURS,3,ODD+HOURS,1,6
47,http://www.amazon.com/Sundays-at-Tiffanys-James-Patterson/dp/0446199443?tag=NYTBS-20,James Patterson and Gabrielle Charbonnet,2008-06-07,A woman finds an unexpected love.,2008-06-22,"Little, Brown",5,8,SUNDAYS AT TIFFANY’S,6,SUNDAYS+AT+TIFFANY%27S,10,8
48,http://www.amazon.com/Death-Honor-Bound-Book/dp/0515146382?tag=NYTBS-20,W E B Griffin and William E Butterworth IV,2008-06-07,A Marine pilot spies in  Argentina in 1943; the fourth book in the Honor Bound series.,2008-06-22,Putnam,0,9,DEATH AND HONOR,1,DEATH+AND+HONOR,11,2
49,http://www.amazon.com/Snuff-Chuck-Palahniuk/dp/0385517882?tag=NYTBS-20,Chuck Palahniuk,2008-06-07,An aging porn queen aims to have sex on film with 600 men.,2008-06-22,Doubleday,10,10,SNUFF,3,SNUFF,10,3
50,http://www.amazon.com/Devil-Care-James-Bond-Novel/dp/0385524285?tag=NYTBS-20,Sebastian Faulks,2008-06-07,James Bond tracks a dangerous executive amid cold war tensions with the help of a beautiful girl.,2008-06-22,Doubleday,8,11,DEVIL MAY CARE,2,DEVIL+MAY+CARE,11,3
51,http://www.amazon.com/Phantom-Prey-John-Sandford/dp/0425227987?tag=NYTBS-20,John Sandford,2008-06-07,The Minneapolis detective Lucas Davenport investigates a string of murders of young Goths.,2008-06-22,Putnam,9,12,PHANTOM PREY,5,PHANTOM+PREY,12,5
52,http://www.amazon.com/Shadow-Power-Paul-Madriani-Novel/dp/B001OW5OR2?tag=NYTBS-20,Steve Martini,2008-06-07,The lawyer Paul Madriani searches for a missing letter from Thomas Jefferson that might explain a scholar’s murder.,2008-06-22,Morrow,11,13,SHADOW OF POWER,2,SHADOW+OF+POWER,11,2
53,http://www.amazon.com/The-Front-Garano-Patricia-Cornwell-ebook/dp/B0017T0C9M?tag=NYTBS-20,Patricia Cornwell,2008-06-07,A Massachusetts state investigator and his team from “At Risk” confront a rogue association of municipal police departments.,2008-06-22,Putnam,7,14,THE FRONT,3,THE+FRONT,14,3
54,http://www.amazon.com/The-Racing-Rain-Garth-Stein-ebook/dp/B0017SWPXY?tag=NYTBS-20,Garth Stein,2008-06-07,"A Lab-terrier mix with great insight into the human condition helps his owner, a struggling race car driver.",2008-06-22,Harper,14,15,THE ART OF RACING IN THE RAIN,3,THE+ART+OF+RACING+IN+THE+RAIN,13,5
55,http://www.amazon.com/The-Spies-Warsaw-A-Novel/dp/0812977378?tag=NYTBS-20,Alan Furst,2008-06-07,Intrigue in Poland just before World War II.,2008-06-22,Random House,0,16,THE SPIES OF WARSAW,1,THE+SPIES+OF+WARSAW,16,1
56,http://www.amazon.com/The-Garden-Last-Days-Novel/dp/0393041654?tag=NYTBS-20,Andre Dubus,2008-06-07,,2008-06-22,"Norton & Company, Incorporated, W. W.",0,17,THE GARDEN OF LAST DAYS,0,THE+GARDEN+OF+LAST+DAYS,17,0
57,http://www.amazon.com/The-Enchantress-Florence-A-Novel/dp/0679640517?tag=NYTBS-20,Salman Rushdie,2008-06-07,,2008-06-22,Random House Publishing Group,0,18,THE ENCHANTRESS OF FLORENCE,0,THE+ENCHANTRESS+OF+FLORENCE,18,0
58,http://www.amazon.com/Resolution-Robert-B-Parker/dp/0425227995?tag=NYTBS-20,Robert B Parker,2008-06-07,,2008-06-22,Penguin Group (USA) Incorporated,0,19,RESOLUTION,0,RESOLUTION,19,0
59,http://www.amazon.com/Where-Are-You-Now-Novel/dp/1416566384?tag=NYTBS-20,Elizabeth George,2008-06-07,"In Cornwall, trying to recover from his wife's death, Detective Thomas Lynley becomes involved in a murder investigation.",2008-06-22,Harper,0,20,CARELESS IN RED,0,CARELESS+IN+RED,12,4
60,http://www.amazon.com/Sail-James-Patterson/dp/0446536105?tag=NYTBS-20,James Patterson and Howard Roughan,2008-06-14,A sailing vacation turns into a disaster when someone attempts to destroy a family.,2008-06-29,"Little, Brown",0,1,SAIL,1,SAIL,1,9
61,http://www.amazon.com/Nothing-Lose-Jack-Reacher-No/dp/0440245583?tag=NYTBS-20,Lee Child,2008-06-14,Jack Reacher exposes the secrets of a Colorado town.,2008-06-29,Delacorte,1,2,NOTHING TO LOSE,2,NOTHING+TO+LOSE,1,5
62,http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,2008-06-14,"Aliens have taken control of the minds and bodies of most humans, but one woman won’t surrender.",2008-06-29,"Little, Brown",2,3,THE HOST,6,THE+HOST,10,9
63,http://www.amazon.com/Plague-Ship-The-Oregon-Files/dp/0425226697?tag=NYTBS-20,Clive Cussler with Jack Du Brul,2008-06-14,Juan Cabrillo and the crew of the Oregon must determine what happened on a cruise ship full of dead bodies.,2008-06-29,Putnam,3,4,PLAGUE SHIP,2,PLAGUE+SHIP,13,4
64,http://www.amazon.com/Love-Youre-With-Emily-Giffin/dp/0312348665?tag=NYTBS-20,Emily Giffin,2008-06-14,A woman’s happy marriage is shaken when she encounters an old boyfriend.,2008-06-29,St. Martin’s,4,5,LOVE THE ONE YOU'RE WITH,5,LOVE+THE+ONE+YOU%27RE+WITH,10,9
65,http://www.amazon.com/Chasing-Harry-Winston-A-Novel/dp/0743290119?tag=NYTBS-20,Lauren Weisberger,2008-06-14,"Three glamorous friends, New York women nearing 30, vow to change their lives.",2008-06-29,Simon & Schuster,6,6,CHASING HARRY WINSTON,3,CHASING+HARRY+WINSTON,10,9
66,http://www.amazon.com/The-Broken-Window-Lincoln-Rhyme/dp/1416549986?tag=NYTBS-20,Jeffery Deaver,2008-06-14,Detectives Lincoln Rhyme and Amelia Sachs come up against a criminal who uses identity theft to frame innocent people for murdering his victims.,2008-06-29,Simon & Schuster,0,7,THE BROKEN WINDOW,1,THE+BROKEN+WINDOW,12,4
67,http://www.amazon.com/Odd-Hours-Dean-Koontz/dp/0553807056?tag=NYTBS-20,Dean R Koontz,2008-06-14,"Odd Thomas, who can communicate with the dead, confronts evil forces in a California coastal town.",2008-06-29,Bantam,7,8,ODD HOURS,4,ODD+HOURS,1,6
68,http://www.amazon.com/Married-Lovers-Jackie-Collins/dp/0312341814?tag=NYTBS-20,Jackie Collins,2008-06-14,An affair between a beautiful personal trainer and a producer married to Hollywood royalty leads to ­murder.,2008-06-29,St. Martin’s,0,9,MARRIED LOVERS,1,MARRIED+LOVERS,13,2
69,http://www.amazon.com/Sundays-at-Tiffanys-James-Patterson/dp/0446199443?tag=NYTBS-20,James Patterson and Gabrielle Charbonnet,2008-06-14,A woman finds an unexpected love.,2008-06-29,"Little, Brown",8,10,SUNDAYS AT TIFFANY’S,7,SUNDAYS+AT+TIFFANY%27S,10,8
70,http://www.amazon.com/Death-Honor-Bound-Book/dp/0515146382?tag=NYTBS-20,W E B Griffin and William E Butterworth IV,2008-06-14,A Marine pilot spies in Argentina in 1943; the fourth book in the Honor Bound series.,2008-06-29,Putnam,9,11,DEATH AND HONOR,2,DEATH+AND+HONOR,11,2
71,http://www.amazon.com/Blood-Anita-Blake-Vampire-Hunter/dp/0515146374?tag=NYTBS-20,Laurell K Hamilton,2008-06-14,The vampire hunter Anita Blake is involved in a scandal that threatens the master vampire Jean-Claude’s power.,2008-06-29,Berkley,5,12,BLOOD NOIR,3,BLOOD+NOIR,1,4
72,http://www.amazon.com/The-Racing-Rain-Garth-Stein-ebook/dp/B0017SWPXY?tag=NYTBS-20,Garth Stein,2008-06-14,"A Lab-terrier mix with great insight into the human condition helps his owner, a struggling race car driver.",2008-06-29,Harper,15,13,THE ART OF RACING IN THE RAIN,4,THE+ART+OF+RACING+IN+THE+RAIN,13,5
73,http://www.amazon.com/Story-Edgar-Sawtelle-David-Wroblewski/dp/B005DIGU4O?tag=NYTBS-20,David Wroblewski,2008-06-14,A young mute who can communicate with dogs his family raises takes refuge with three of them in the Wisconsin woods after his uncle murders his father.,2008-06-29,Ecco,0,14,THE STORY OF EDGAR SAWTELLE,1,THE+STORY+OF+EDGAR+SAWTELLE,1,9
74,http://www.amazon.com/Devil-Care-James-Bond-Novel/dp/0385524285?tag=NYTBS-20,Sebastian Faulks,2008-06-14,James Bond tracks a dangerous executive amid cold war tensions with the help of a beautiful girl.,2008-06-29,Doubleday,11,15,DEVIL MAY CARE,3,DEVIL+MAY+CARE,11,3
75,http://www.amazon.com/The-Appeal-John-Grisham/dp/0440243815?tag=NYTBS-20,John Grisham,2008-06-14,Political and legal intrigue ensue when a Mississippi court rules against a company accused of dumping toxic waste.,2008-06-29,Doubleday Publishing,0,16,THE APPEAL,0,THE+APPEAL,16,0
76,http://www.amazon.com/The-Spies-Warsaw-A-Novel/dp/0812977378?tag=NYTBS-20,Alan Furst,2008-06-14,Intrigue in Poland just before World War II.,2008-06-29,Random House,0,17,THE SPIES OF WARSAW,0,THE+SPIES+OF+WARSAW,16,1
77,http://www.amazon.com/Snuff-Chuck-Palahniuk/dp/0385517882?tag=NYTBS-20,Chuck Palahniuk,2008-06-14,An aging porn queens aims to cap her career by having sex on film with 600 men in one day.,2008-06-29,Doubleday,0,18,SNUFF,0,SNUFF,10,3
78,http://www.amazon.com/The-Brief-Wondrous-Life-Oscar/dp/1594483299?tag=NYTBS-20,Junot Díaz,2008-06-14,A nerdy Dominican-American struggles to escape a family curse.,2008-06-29,Riverhead,0,19,THE BRIEF WONDROUS LIFE OF OSCAR WAO,0,THE+BRIEF+WONDROUS+LIFE+OF+OSCAR+WAO,19,0
79,http://www.amazon.com/Shadow-Power-Paul-Madriani-Novel/dp/B001OW5OR2?tag=NYTBS-20,Steve Martini,2008-06-14,The lawyer Paul Madriani searches for a missing letter from Thomas Jefferson that might explain a scholar’s murder.,2008-06-29,Morrow,0,20,SHADOW OF POWER,0,SHADOW+OF+POWER,11,2
80,http://www.amazon.com/Fearless-Fourteen-Janet-Evanovich/dp/0312349513?tag=NYTBS-20,Janet Evanovich,2008-06-21,Stephanie Plum and her boyfriend Joe Morelli become involved when his cousin’s bank robbery goes bad.,2008-07-06,St. Martin’s,0,1,FEARLESS FOURTEEN,1,FEARLESS+FOURTEEN,1,7
81,http://www.amazon.com/Sail-James-Patterson/dp/0446536105?tag=NYTBS-20,James Patterson and Howard Roughan,2008-06-21,A sailing vacation turns into a disaster when someone attempts to destroy a family.,2008-07-06,"Little, Brown",1,2,SAIL,2,SAIL,1,9
82,http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,2008-06-21,"Aliens have taken control of the minds and bodies of most humans, but one woman won’t surrender.",2008-07-06,"Little, Brown",3,3,THE HOST,7,THE+HOST,10,9
83,http://www.amazon.com/Chasing-Harry-Winston-A-Novel/dp/0743290119?tag=NYTBS-20,Lauren Weisberger,2008-06-21,"Three glamorous friends, New York women nearing 30, vow to change their lives.",2008-07-06,Simon & Schuster,6,4,CHASING HARRY WINSTON,4,CHASING+HARRY+WINSTON,10,9
84,http://www.amazon.com/Love-Youre-With-Emily-Giffin/dp/0312348665?tag=NYTBS-20,Emily Giffin,2008-06-21,A woman’s happy marriage is shaken.,2008-07-06,St. Martin’s,5,5,LOVE THE ONE YOU'RE WITH,6,LOVE+THE+ONE+YOU%27RE+WITH,10,9
85,http://www.amazon.com/Nothing-Lose-Jack-Reacher-No/dp/0440245583?tag=NYTBS-20,Lee Child,2008-06-21,Jack Reacher exposes the secrets of a Colorado town.,2008-07-06,Delacorte,2,6,NOTHING TO LOSE,3,NOTHING+TO+LOSE,1,5
86,http://www.amazon.com/Plague-Ship-The-Oregon-Files/dp/0425226697?tag=NYTBS-20,Clive Cussler with Jack Du Brul,2008-06-21,Juan Cabrillo and the crew of the Oregon must determine what happened on a cruise ship full of dead bodies.,2008-07-06,Putnam,4,7,PLAGUE SHIP,3,PLAGUE+SHIP,13,4
87,http://www.amazon.com/The-Broken-Window-Lincoln-Rhyme/dp/1416549986?tag=NYTBS-20,Jeffery Deaver,2008-06-21,Detectives Lincoln Rhyme and Amelia Sachs confront a criminal who frames innocent people.,2008-07-06,Simon & Schuster,7,8,THE BROKEN WINDOW,2,THE+BROKEN+WINDOW,12,4
88,http://www.amazon.com/Story-Edgar-Sawtelle-David-Wroblewski/dp/B005DIGU4O?tag=NYTBS-20,David Wroblewski,2008-06-21,A mute takes refuge with three dogs in the Wisconsin woods after his uncle murders his father.,2008-07-06,Ecco,14,9,THE STORY OF EDGAR SAWTELLE,2,THE+STORY+OF+EDGAR+SAWTELLE,1,9
89,http://www.amazon.com/No-Choice-But-Seduction-Malory/dp/1416537333?tag=NYTBS-20,Johanna Lindsey,2008-06-21,"Sir Anthony Malory’s daughter is kidnapped, with repercussions for Katey and Boyd Anderson.",2008-07-06,Pocket Books,0,10,NO CHOICE BUT SEDUCTION,1,NO+CHOICE+BUT+SEDUCTION,10,1
90,http://www.amazon.com/The-Beach-House-A-Novel/dp/0452295386?tag=NYTBS-20,Jane Green,2008-06-21,A woman’s life changes when she rents out rooms in her Nantucket house.,2008-07-06,"Viking, $24.95",0,11,THE BEACH HOUSE,1,THE+BEACH+HOUSE,10,6
91,http://www.amazon.com/Odd-Hours-Dean-Koontz/dp/0553807056?tag=NYTBS-20,Dean R Koontz,2008-06-21,"Odd Thomas, who can communicate with the dead, confronts evil forces in a California coastal town.",2008-07-06,Bantam,8,12,ODD HOURS,5,ODD+HOURS,1,6
92,http://www.amazon.com/Married-Lovers-Jackie-Collins/dp/0312341814?tag=NYTBS-20,Jackie Collins,2008-06-21,An affair between a beautiful personal trainer and a producer married to Hollywood royalty leads to ­murder.,2008-07-06,St. Martin’s,9,13,MARRIED LOVERS,2,MARRIED+LOVERS,13,2
